press,title,naver_news_text,naver_news_url,body,press_html,title_html,body_html,label
뉴시스,기후변화→영구동토층 해빙→북극 산불 가중된다,네이버뉴스,https://n.news.naver.com/mnews/article/003/0012801628?sid=102,,뉴시스,기후변화→영구동토층 해빙→북극 산불 가중된다,"IBS, 100개 시뮬레이션으로 해빙 영향 분석
""21세기 중후반 북극 산불 심화될 것"" 전망
토양 수분과 대기 변화가 산불 불러…국제학술지 게재
[대전=뉴시스] 가속화된 지구온난화로 인해 급격한 영구동토층 해빙에 따른 북반구 극지역 산불 강화 메커니즘 모식도.(사진=IBS 제공) *재판매 및 DB 금지
[대전=뉴시스] 김양수 기자 = 지구온난화로 영구동토층 해빙이 가속화되면서 북반구 극지역의 산불이 더욱 증가하고 피해도 심화될 것이라는 연구결과가 제시됐다.
기초과학연구원(IBS)은 악셀 팀머만 기후물리연구단장(부산대 석학교수) 연구팀이 기후 및 영구동토층 전문가와 함께 대규모 기후모델 시뮬레이션 자료를 이용해 지구온난화 가속화에 따른 산불 증가를 예측한 결과, 캐나다와 시베리아의 영구동토층지역 산불이 급격히 심화될 것으로 나타났다고 25일 밝혔다.
영구동토층은 일반적으로 2년 이상 기간을 기준으로 일년 내내 0℃이하로 지속적으로 얼어있는 지층이다.
최근 이례적으로 따뜻하고 건조한 상태로 북극지역의 대형 산불피해는 더욱 증가하면서 산불 연소의 핵심 요소이자 영구동토층에 영향을 크게 받는 토양 수분 함량 및 영구동토층 해빙 가속화의 역할에 대한 이해가 필요하다.
하지만 기존 산불연구들은 주로 기상조건에 의한 산불위험지수를 산출해왔으며 관련 연구 기후모델들은 지구온난화, 영구동토층의 해빙, 토양 수분-산불 간의 상호작용, 식생변화 등을 충분히 고려하지 못했다.
이번에 IBS 연구팀은 가장 포괄적인 지구시스템 모델 중 하나인 '복합 지구시스템 모델(CESM)'을 영구동토층 및 산불분석에 사용했다. 이 모델은 토양 수분, 영구동토층, 산불과정을 통합적으로 결합한 최초의 모델이다.
IBS 연구팀은 미국 콜로라도 국립대기연구센터(NCAR) 연구팀과 자연적 요인에 의한 기후변화와 인간활동에 의한(온실가스 배출 증가) 영향을 명확히 구분키 위해 IBS 슈퍼컴퓨터 '알레프(Aleph)'를 이용, 1850~2100년 기간을 다루는 과거-미래의 대규모 100개 앙상블 시뮬레이션(SSP3-7.0 온실가스 배출 시나리오)을 수행하고 이 중 명확한 메커니즘 설명을 위한 동일 조건의 50개의 앙상블 시뮬레이션 자료를 선택 후 분석했다.
분석 결과, 21세기 중후반에는 인간활동에 의한 온난화(온실가스 배출 증가)로  영구동토 지역의 약 50%에서 급격한 해빙이 발생할 것으로 예측됐다.
이는 많은 지역에서 과잉된 토양 수분 배수의 빠른 증가와 토양 수분을 급격히 감소시키며 토양 건조환경은 특히 여름철 지면으로부터의 증발산을 감소시켜 기온을 증가시키고 대기를 더욱 건조하게 만든다.
이런 급격한 토양 수분과 대기의 변화는 산불을 심화시킨다는게 연구팀의 설명이다.
연구팀에 따르면 지구온난화로 연평균 토양 온도가 0℃를 초과할 때 북반구 영구동토층의 급격한 해빙이 발생한다. 영구동토층에서 얼음이 녹으면서 토양 수분 배수가 증가하게 되고 이는 급격한 상부 토양 건조를 유발한다.
이런 환경은 여름에 지면으로부터 대기 중으로의 증발산을 약화시키며 기온을 더욱 상승시키고 기온 상승은 대기를 더욱 건조하게 만들어 결과적으로 급격한 산불 발생 피해 증가 및 탄소 배출을 발생시킨다.
또한 대기 중 이산화탄소 농도 증가는 식물의 광합성을 도와(이산화탄소 비료 효과) 고위도 지역의 식생을 증가시키며 이는 산불 연료로 역할을 해 산불 피해 증가에 기여한다.
김인원 연구원은 ""모델 시뮬레이션을 통해 산불이 거의 발생하지 않던 지역이 강한 산불이 발생하는 지역으로 급변하는 것이 불과 몇 년 안에 발생할 수 있음을 밝혔다""며 ""또 인간활동에 의한 대기 이산화탄소의 농도 증가는 식물 광합성을 도와 고위도 지역의 식생을 증가시키고 이런 식생의 증가는 산불연료 역할을 해 산불 피해를 심화시킨다""고 설명했다.
이번 연구 결과는 25일(한국시간) 국제학술지 '네이처 커뮤니케이션즈(Nature Communications, IF 14.7)'에 게재됐다.(논문명:Abrupt increase in Arctic-Subarctic wildfires caused by future permafrost thaw)
악셀 팀머만 IBS 연구단장은 ""산불은 대기 중으로 이산화탄소, 블랙카본,  유기탄소를 방출하고 이는 기후에 영향을 미치고  북극의 영구동토층 해빙과정에도 영향을 미칠 수 있다""면서도 ""아직 지구 시스템 모델에 산불에 의한 연소생성물과 대기 간의 상호작용은 완전히 포함돼 있지 않아 앞으로 더 자세히 연구가 필요하다""고 밝혔다．",기후변화
뉴시스,북극 산불이 몰고 올기후재앙‥영구동토층 해빙의 악순환,네이버뉴스,https://n.news.naver.com/mnews/article/003/0012801628?sid=102,,뉴시스,기후변화→영구동토층 해빙→북극 산불 가중된다,"IBS, 100개 시뮬레이션으로 해빙 영향 분석
""21세기 중후반 북극 산불 심화될 것"" 전망
토양 수분과 대기 변화가 산불 불러…국제학술지 게재
[대전=뉴시스] 가속화된 지구온난화로 인해 급격한 영구동토층 해빙에 따른 북반구 극지역 산불 강화 메커니즘 모식도.(사진=IBS 제공) *재판매 및 DB 금지
[대전=뉴시스] 김양수 기자 = 지구온난화로 영구동토층 해빙이 가속화되면서 북반구 극지역의 산불이 더욱 증가하고 피해도 심화될 것이라는 연구결과가 제시됐다.
기초과학연구원(IBS)은 악셀 팀머만 기후물리연구단장(부산대 석학교수) 연구팀이 기후 및 영구동토층 전문가와 함께 대규모 기후모델 시뮬레이션 자료를 이용해 지구온난화 가속화에 따른 산불 증가를 예측한 결과, 캐나다와 시베리아의 영구동토층지역 산불이 급격히 심화될 것으로 나타났다고 25일 밝혔다.
영구동토층은 일반적으로 2년 이상 기간을 기준으로 일년 내내 0℃이하로 지속적으로 얼어있는 지층이다.
최근 이례적으로 따뜻하고 건조한 상태로 북극지역의 대형 산불피해는 더욱 증가하면서 산불 연소의 핵심 요소이자 영구동토층에 영향을 크게 받는 토양 수분 함량 및 영구동토층 해빙 가속화의 역할에 대한 이해가 필요하다.
하지만 기존 산불연구들은 주로 기상조건에 의한 산불위험지수를 산출해왔으며 관련 연구 기후모델들은 지구온난화, 영구동토층의 해빙, 토양 수분-산불 간의 상호작용, 식생변화 등을 충분히 고려하지 못했다.
이번에 IBS 연구팀은 가장 포괄적인 지구시스템 모델 중 하나인 '복합 지구시스템 모델(CESM)'을 영구동토층 및 산불분석에 사용했다. 이 모델은 토양 수분, 영구동토층, 산불과정을 통합적으로 결합한 최초의 모델이다.
IBS 연구팀은 미국 콜로라도 국립대기연구센터(NCAR) 연구팀과 자연적 요인에 의한 기후변화와 인간활동에 의한(온실가스 배출 증가) 영향을 명확히 구분키 위해 IBS 슈퍼컴퓨터 '알레프(Aleph)'를 이용, 1850~2100년 기간을 다루는 과거-미래의 대규모 100개 앙상블 시뮬레이션(SSP3-7.0 온실가스 배출 시나리오)을 수행하고 이 중 명확한 메커니즘 설명을 위한 동일 조건의 50개의 앙상블 시뮬레이션 자료를 선택 후 분석했다.
분석 결과, 21세기 중후반에는 인간활동에 의한 온난화(온실가스 배출 증가)로  영구동토 지역의 약 50%에서 급격한 해빙이 발생할 것으로 예측됐다.
이는 많은 지역에서 과잉된 토양 수분 배수의 빠른 증가와 토양 수분을 급격히 감소시키며 토양 건조환경은 특히 여름철 지면으로부터의 증발산을 감소시켜 기온을 증가시키고 대기를 더욱 건조하게 만든다.
이런 급격한 토양 수분과 대기의 변화는 산불을 심화시킨다는게 연구팀의 설명이다.
연구팀에 따르면 지구온난화로 연평균 토양 온도가 0℃를 초과할 때 북반구 영구동토층의 급격한 해빙이 발생한다. 영구동토층에서 얼음이 녹으면서 토양 수분 배수가 증가하게 되고 이는 급격한 상부 토양 건조를 유발한다.
이런 환경은 여름에 지면으로부터 대기 중으로의 증발산을 약화시키며 기온을 더욱 상승시키고 기온 상승은 대기를 더욱 건조하게 만들어 결과적으로 급격한 산불 발생 피해 증가 및 탄소 배출을 발생시킨다.
또한 대기 중 이산화탄소 농도 증가는 식물의 광합성을 도와(이산화탄소 비료 효과) 고위도 지역의 식생을 증가시키며 이는 산불 연료로 역할을 해 산불 피해 증가에 기여한다.
김인원 연구원은 ""모델 시뮬레이션을 통해 산불이 거의 발생하지 않던 지역이 강한 산불이 발생하는 지역으로 급변하는 것이 불과 몇 년 안에 발생할 수 있음을 밝혔다""며 ""또 인간활동에 의한 대기 이산화탄소의 농도 증가는 식물 광합성을 도와 고위도 지역의 식생을 증가시키고 이런 식생의 증가는 산불연료 역할을 해 산불 피해를 심화시킨다""고 설명했다.
이번 연구 결과는 25일(한국시간) 국제학술지 '네이처 커뮤니케이션즈(Nature Communications, IF 14.7)'에 게재됐다.(논문명:Abrupt increase in Arctic-Subarctic wildfires caused by future permafrost thaw)
악셀 팀머만 IBS 연구단장은 ""산불은 대기 중으로 이산화탄소, 블랙카본,  유기탄소를 방출하고 이는 기후에 영향을 미치고  북극의 영구동토층 해빙과정에도 영향을 미칠 수 있다""면서도 ""아직 지구 시스템 모델에 산불에 의한 연소생성물과 대기 간의 상호작용은 완전히 포함돼 있지 않아 앞으로 더 자세히 연구가 필요하다""고 밝혔다．",기후변화
아시아경제,영구동토층 녹으면 북극이 불탄다 [지금은기후위기],네이버뉴스,https://n.news.naver.com/mnews/article/277/0005475875?sid=105,,아시아경제,북극 산불이 몰고 올 기후재앙‥영구동토층 해빙의 악순환,"IBS 연구팀, 미래 영구동토층 해빙 영향 분석
지구온난화 가속화에 따른 영구동토층 해빙
""21세기 중후반 영구동토 지역 약 50%가 해빙""
""북극 산불 심화""
러시아 산림보호 기관의 전문가가 시베리아 지역에서 발생한 화재를 진압하던 중 지친 표정을 짓고 있다. . [이미지출처=로이터연합뉴스]
40도에 가까운 기온은 한반도만의 문제가 아니다. 영구 동토의 땅이었던 시베리아에서도 기온이 40도 가까이 치솟는 푹염이 수시로 발생하고 있다. 한때 영구동토층이었던 이곳에서는 해빙된 토양에서 메탄가스가 뿜어져 나오며, 산불이 수시로 발생하고 있다. 이런 사례가 빈번해지면 지구 온난화를 더욱 가속할 것이라는 경고가 나왔다.
기초과학연구원(IBS, 원장 노도영)은 25일 악셀 팀머만 기후물리 연구단장(부산대 석학교수) 연구팀이 지구온난화로 인한 캐나다와 시베리아의 영구동토층 해빙이 가속화되면서 북반구 극 지역의 산불이 더욱 증가하고 그 피해는 심화할 것이라는 전망을 제시했다고 밝혔다.
이번 연구는 영구동토층 해빙과 산불 증가의 관계를 명확히 보여주는 중요한 과학적 근거를 제시했다.
IBS 연구팀은 가장 포괄적인 지구 시스템 모델 중 하나인 복합 지구 시스템 모델(CESM, Community Earth System Model)을 영구동토층 및 산불 분석에 사용했다. 이 모델은 토양 수분, 영구동토층, 산불 과정을 통합적으로 결합한 최초의 모델이다.
연구단은 IBS 슈퍼컴퓨터 '알레프'를 이용해 기후 자료를 분석한 결과, 21세기 중후반까지 지구온난화의 가속화로 북극지대 영구동토층의 약 50%가 해빙될 것이라고 추정됐다. 영구동토층이 해빙되면 과잉된 토양 수분 배수의 빠른 증가와 토양 수분을 급격히 감소시킨다. 그 결과 여름철에는 기온이 더 높아지고 대기는 더욱 건조해진다. 이는
산불 발생 위험이 더욱 커진다는 것을 의미한다.
이번 연구는 특히 영구동토층의 해빙이 단순히 북극의 생태계 변화에 그치지 않고, 글로벌 기후 시스템에 미치는 영향이 크다는 힌트를 제공하고 있다.
악셀 팀머만 IBS 기후물리 연구단장은 “산불은 대기 중으로 이산화탄소, 블랙카본, 유기탄소를 방출하며, 이는 기후에 직접적인 영향을 미치는 것은 물론 북극의 영구동토층 해빙 과정에도 영향을 준다”며 “기후 모델에 산불로 인한 연소 생성물과 대기 간의 상호작용을 완전히 포함하는 추가 연구가 필요하다”고 설명했다.
김인원 IBS 연구위원은 “급격한 토양 수분과 대기의 변화는 산불을 심화시키며, 이는 불과 몇 년 안에 산불이 거의 발생하지 않던 지역에서도 강한 산불이 발생하는 결과로 이어질 수 있다”고 밝혔다. 김 연구원은 ""인간 활동에 의한 대기 이산화탄소 농도의 증가는 식물의 광합성을 촉진해 고위도 지역의 식생을 증가시키며, 이는 산불의 연료 역할을 해 피해를 더욱 심화시킨다""고 설명했다.
이번 연구는 국제학술지 ‘네이처 커뮤니케이션즈(Nature Communications)’에 게재됐다. IBS 연구팀은 앞으로 산불로 인한 배출물질이 기후 변화에 미치는 영향을 더욱 심도 있게 연구할 계획이다.",기후변화
연합뉴스,"완도군, 원동 교차로에 '기후대응 도시 숲' 조성",네이버뉴스,https://n.news.naver.com/mnews/article/001/0014946698?sid=102,,연합뉴스,"완도군, 원동 교차로에 '기후 대응 도시 숲' 조성","원동교차로 조성된 도시숲
[완도군 제공·재판매 및 DB 금지]
(완도=연합뉴스) 조근영 기자 = 전남 완도군은 25일 군외면 원동교차로에 대규모 '기후 대응 도시 숲 조성 사업'을 완료했다고 밝혔다.
도시 내·외각에 위치한 유휴지에 대규모 숲을 조성해, 미세먼지 확산을 차단하고 도시 열섬화 현상 완화 등 기후변화에 체계적으로 대응하기 위한 것이다.
사업 대상지는 국도13호선이자 완도군 관문인 군외면 원동 교차로 일원(2.2ha)이다.
탄소 흡수율과 산소 발생량이 많은 구실잣밤나무, 종가시나무, 황칠나무, 굴거리나무 등 지역 특산 난대수종 21종, 7만8천446그루를 심었다.
기후 대응적인 측면뿐 아니라 약 1km의 산책로와 정자 등 주민들을 위한 휴식, 산책, 공간 등 편의 시설도 갖췄다.
군은 2022년 완도항여객선터미널과 농공단지 일원에도 미세먼지 차단 숲을 조성했다.
박은재 완도군 산림휴양과장은 ""원동교차로의 기후 대응 도시 숲은 지역 관문이 갖는 상징성을 고려해 난대림을 부각했다""며 ""기후변화에 적극 대응하겠다""고 말했다.
chogy@yna.co.kr",기후변화
연합뉴스,"완도군, 원동 교차로에 ‘기후대응 도시 숲’ 조성",네이버뉴스,https://n.news.naver.com/mnews/article/001/0014946698?sid=102,,연합뉴스,"완도군, 원동 교차로에 '기후 대응 도시 숲' 조성","원동교차로 조성된 도시숲
[완도군 제공·재판매 및 DB 금지]
(완도=연합뉴스) 조근영 기자 = 전남 완도군은 25일 군외면 원동교차로에 대규모 '기후 대응 도시 숲 조성 사업'을 완료했다고 밝혔다.
도시 내·외각에 위치한 유휴지에 대규모 숲을 조성해, 미세먼지 확산을 차단하고 도시 열섬화 현상 완화 등 기후변화에 체계적으로 대응하기 위한 것이다.
사업 대상지는 국도13호선이자 완도군 관문인 군외면 원동 교차로 일원(2.2ha)이다.
탄소 흡수율과 산소 발생량이 많은 구실잣밤나무, 종가시나무, 황칠나무, 굴거리나무 등 지역 특산 난대수종 21종, 7만8천446그루를 심었다.
기후 대응적인 측면뿐 아니라 약 1km의 산책로와 정자 등 주민들을 위한 휴식, 산책, 공간 등 편의 시설도 갖췄다.
군은 2022년 완도항여객선터미널과 농공단지 일원에도 미세먼지 차단 숲을 조성했다.
박은재 완도군 산림휴양과장은 ""원동교차로의 기후 대응 도시 숲은 지역 관문이 갖는 상징성을 고려해 난대림을 부각했다""며 ""기후변화에 적극 대응하겠다""고 말했다.
chogy@yna.co.kr",기후변화
더팩트,완도군 '기후대응 도시 숲' 조성…난대수종 7만본 식재,네이버뉴스,https://n.news.naver.com/mnews/article/629/0000324055?sid=102,,더팩트,"완도군, 원동 교차로에 ‘기후 대응 도시 숲’ 조성","구실잣밤나무·황칠나무 등 지역 특산 난대수종 21종 7만 8000본 식재
완도군이 기후변화 대응 및 탄소 저장을 위한 '대규모 기후 대응 도시 숲 조성 사업'을 완료했다고 25일 밝혔다. 사진은 원동 교차로에 조성된 기후 대응 도시 숲 전경./완도군
전남 완도군이 기후변화 대응 및 탄소 저장을 위한 '대규모 기후 대응 도시 숲 조성 사업'을 완료했다고 25일 밝혔다.
'기후 대응 도시 숲 조성 사업'은 도시 내·외각에 위치한 유휴지에 대규모 숲을 조성해 생활권으로 미세먼지 확산을 차단하고 탄소 흡수원 확충으로 미세먼지 저감, 도시 열섬화 현상 완화 등 기후변화에 체계적으로 대응하기 위한 사업이다.
사업 대상지는 국도 13호선이자 완도군 관문인 군외면 원동 교차로 일원(2.2ha)으로 탄소 흡수율과 산소 발생량이 많은 구실잣밤나무·종가시나무·황칠나무·굴거리나무 등 지역 특산 난대수종 21종, 7만 8446본을 식재했다. 기후 대응적인 측면뿐 아니라 약 1km의 산책로와 정자 등 주민들을 위한 휴식·산책 공간 등 편의 시설도 갖췄다.
완도군은 지난 2022년 완도항 여객선터미널과 농공단지 일원에 미세먼지 차단 숲을 조성했으며 낮 시간 바다에서 내륙으로 불어오는 해륙풍을 따라 주거 지역으로 유입되는 미세먼지를 차단하는 데 도움이 되고 있다.
국립산림과학원의 연구 결과에 따르면 도시 숲은 풍속 등에 따라 8~40%의 초미세먼지 농도를 낮추는 효과가 있다고 한다. 도시 숲 1ha는 연간 대기오염 물질 168kg, 미세먼지 46kg을 흡착하고 흡수하며 나무 1그루는 공기 청정기 10대 및 에어컨 10대의 효과를 발휘한다. 또한 한낮 평균기온을 3~7℃ 가량 낮추고 습도는 9~23%를 높여 도시 열섬 현상도 완화할 수 있다.
박은재 완도군 산림휴양과장은 ""원동 교차로의 기후 대응 도시 숲은 지역 관문이 갖는 상징성을 고려하여 난대림을 부각시켰다""며 ""앞으로도 기후변화에 적극 대응하고 양질의 산림자원을 보전하는 데 더욱 노력하겠다""고 말했다.
발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.
▶카카오톡: '더팩트제보' 검색
▶이메일: jebo@tf.co.kr
▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write",기후변화
더팩트,"경기도, 27일 군포서 ‘기후변화와 시민의 역할’ 포럼 개최",네이버뉴스,https://n.news.naver.com/mnews/article/629/0000323839?sid=102,,더팩트,"경기도, 27일 군포서 ‘기후변화와 시민의 역할’ 포럼 개최","'기후변화와 가치소비' 등 강의 진행
경기도는 기후변화 대응 시민의식 함양과 인식 개선을 위해 오는 27일 군포시 문화예술회관에서 ‘기후변화와 시민의 역할’ 포럼을 개최한다고 밝혔다./경기도
경기도는 기후변화 대응 시민의식 함양과 인식 개선을 위해 오는 27일 군포시 문화예술회관에서 ‘기후변화와 시민의 역할’ 포럼을 개최한다고 25일 밝혔다.
이번 포럼은 다양한 시대적 가치를 공유하고 시민의 참여를 독려하는 공론의 장을 마련하기 위한 것으로, 도는 기후변화 대응을 위한 시민의 역할과 가치 소비의 필요성에 대한 강연으로 행사를 구성했다.
주요 강의 내용은 △기후변화와 가치소비(소일 작가) △군포시 환경운동의 역사와 미래(자연과함께하는사람들 이금순 대표) △가정에서 이뤄지는 기후 위기 실천 노력(경기in아이쿱생협 군포쿱 노종숙 대표) △군포시 기후변화 대응 노력(군포시 환경과 소재용 팀장) 등이며, 참석자들 간 기후 대응 방안 관련 의견 교류를 위해 자유토론 시간을 제공할 예정이다.
기후 환경에 관심 있는 경기도민 누구나 행사에 참여할 수 있으며 포럼 포스터 내 QR 코드 스캔을 통해 사전 신청할 수 있다. 자세한 내용은 경기도평생교육진흥원 민주시민교육센터로 문의하면 된다.
강현석 도 미래평생교국장은 ""이번 포럼이 기후변화 대응의 중요성을 함께 나누고 실천 방안을 모색하는 의미 있는 시간이 되길 바란다""고 말했다.
발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.
▶카카오톡: '더팩트제보' 검색
▶이메일: jebo@tf.co.kr
▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write",기후변화
더팩트,"경기도, 군포서 ‘기후변화와 시민의 역할’ 포럼 개최",네이버뉴스,https://n.news.naver.com/mnews/article/629/0000323839?sid=102,,더팩트,"경기도, 27일 군포서 ‘기후변화와 시민의 역할’ 포럼 개최","'기후변화와 가치소비' 등 강의 진행
경기도는 기후변화 대응 시민의식 함양과 인식 개선을 위해 오는 27일 군포시 문화예술회관에서 ‘기후변화와 시민의 역할’ 포럼을 개최한다고 밝혔다./경기도
경기도는 기후변화 대응 시민의식 함양과 인식 개선을 위해 오는 27일 군포시 문화예술회관에서 ‘기후변화와 시민의 역할’ 포럼을 개최한다고 25일 밝혔다.
이번 포럼은 다양한 시대적 가치를 공유하고 시민의 참여를 독려하는 공론의 장을 마련하기 위한 것으로, 도는 기후변화 대응을 위한 시민의 역할과 가치 소비의 필요성에 대한 강연으로 행사를 구성했다.
주요 강의 내용은 △기후변화와 가치소비(소일 작가) △군포시 환경운동의 역사와 미래(자연과함께하는사람들 이금순 대표) △가정에서 이뤄지는 기후 위기 실천 노력(경기in아이쿱생협 군포쿱 노종숙 대표) △군포시 기후변화 대응 노력(군포시 환경과 소재용 팀장) 등이며, 참석자들 간 기후 대응 방안 관련 의견 교류를 위해 자유토론 시간을 제공할 예정이다.
기후 환경에 관심 있는 경기도민 누구나 행사에 참여할 수 있으며 포럼 포스터 내 QR 코드 스캔을 통해 사전 신청할 수 있다. 자세한 내용은 경기도평생교육진흥원 민주시민교육센터로 문의하면 된다.
강현석 도 미래평생교국장은 ""이번 포럼이 기후변화 대응의 중요성을 함께 나누고 실천 방안을 모색하는 의미 있는 시간이 되길 바란다""고 말했다.
발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.
▶카카오톡: '더팩트제보' 검색
▶이메일: jebo@tf.co.kr
▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write",기후변화
경기신문,경기도 '기후변화와 시민의 역할 포럼' 개최,,,,,,,기후변화
파이낸셜뉴스,2030년 ‘9조 달러’기후테크 시장… 수자원公이 주도권 쥔다,네이버뉴스,https://n.news.naver.com/mnews/article/014/0005245403?sid=101,,파이낸셜뉴스,2030년 ‘9조 달러’ 기후테크 시장… 수자원公이 주도권 쥔다,"베이징 제3차 亞국제물주간 참석
AI정수장 등 3대 초격차 기술 소개
사우디·印尼서 물 관리 협력 확대
글로벌 기후테크 시장 본격 공략
윤석대 한국수자원공사 사장이 25일 중국 베이징 현지에서 열린 K-water 특별세션에서 환영사를 전하고 있다. 이날 한국수자원공사는 '제3차 아시아국제물주간(Asia International Water Week)'에서 특별세션을 열고 기후변화 대응과 물관리 디지털 전환을 위한 혁신적인 기술을 공개했다. 한국수자원공사 제공
한국수자원공사 담당자가 제3차 아시아 국제물주간 특별세션에서 한국수자원공사가 보유한 초격차 기술을 발표하고 있다. 한국수자원공사 제공
한국수자원공사(K-water)가 3대 초격차 물관리 기술과 글로벌 선도기술을 기반으로 글로벌 기후테크 주도권을 확보하고, 지속 가능한 미래를 위한 물 안보 혁신을 선도한다.
한국수자원공사는 25일 중국 베이징에서 개최 중인 '제3차 아시아국제물주간'에서 특별세션을 열고 기후변화 대응과 물관리 디지털 전환을 위한 혁신적인 기술을 공개했다.
특별세션에는 우즈베키스탄 수자원부 장관과 캄보디아 수자원기상부 차관 등이 참여했으며, 한국수자원공사의 첨단 기술 시연에 이어 패널토론을 통해 '물관리의 디지털 전환' 등 미래 물 분야 협력의 지평을 넓혔다.
이날 한국수자원공사는 △디지털트윈 물관리 플랫폼(디지털 가람+) △인공지능(AI) 정수장 △스마트 관망관리(SWNM) 등 3대 초격차 물관리 기술을 소개한 데 이어 세계 무대에서 처음으로 수열 등 일곱가지의 '글로벌 선도 기술'을 공개하며 호응을 이끌었다.
3대 초격차 기술은 기후 위기로 불확실성이 높아지는 홍수·가뭄·이상수질 등의 물 재해에 대응해 데이터 기반 예측을 통해 최적의 의사결정을 지원하는 디지털 혁신 기술이다. 지난 5월 열린 세계물포럼(World Water Forum)에서 공개된 바 있다. 사우디아라비아, 인도네시아, 캄보디아 등 아시아 각국과 이미 협력을 진행 중인 만큼 글로벌 물 시장에서 성과가 나타나고 있는 셈이다.
글로벌 선도기술은 탄소중립과 에너지 전환, 지속 가능한 물관리, 첨단 산업 지원 등 시대적 과제에 부응하기 위한 기후테크로 △수열 △해수담수화 △초순수 △그린수소 △조력 △수상태양광 △지하수저류댐 등이 있다.
한국수자원공사는 초격차와 선도기술의 필요성, 기대효과 등을 구체적으로 설명하고, 감당하기 어려운 수준으로 발생하고 있는 기후재난과 환경문제를 해결하는 해법 중 하나임을 강조했다.
한편, 기후변화로 기후테크와 글로벌 물 시장은 빠르게 성장 중이다. 맥킨지에 따르면 기후테크 시장은 2030년까지 9조 달러 이상으로 커지며, 한국수자원공사는 글로벌 물 시장 규모가 2029년 1654조원에 이를 것으로 분석했다. 선도 기술을 보유한 국가와 기업에 막대한 기회가 열리게 된다.
한국수자원공사는 이번 아시아국제물주간을 기점으로 3대 초격차 기술과 글로벌 선도기술을 세계와 공유하고, 글로벌 기후테크 시장을 선점해 나간다는 계획이다.
윤석대 한국수자원공사 사장은 ""기후변화와 물 문제 해결을 위해 거대한 녹색시장이 형성되고 있으며, 이를 선점하기 위해 기후테크를 둘러싼 세계 각국의 경쟁이 치열해지고 있다""라며 ""우리의 초격차 기술과 글로벌 선도기술을 기반으로 글로벌 물 문제 해결에 기여하고, 새로운 성장을 위한 기회도 확대해 나가겠다""고 말했다.",기후변화
